brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,rating,Number of Ratings,Number of Reviews,Price
HP,Apple,i5,10,4.0,DDR4,256.0,,Windows,32,0,5,0,500,92710
Acer,Apple,i5,8,8.0,DDR4,512.0,2000.0,Windows,32,2,4,100,500,111907
Dell,AMD,Ryzen 5,8,16.0,DDR5,1024.0,500.0,Windows,32,2,3,50,20,136836
Dell,Apple,Ryzen 3,11,4.0,DDR3,512.0,2000.0,Windows,32,4,2,100,20,127898
MSI,Apple,M1,9,8.0,DDR3,1024.0,500.0,Windows,32,6,4,1000,0,149380
MSI,AMD,Ryzen 5,11,4.0,DDR5,128.0,1000.0,Linux,32,2,2,0,20,102236
Lenovo,Intel,i5,13,8.0,DDR4,1024.0,2000.0,Windows,64,0,1,50,100,122344
Apple,AMD,Ryzen 3,12,16.0,DDR5,512.0,0.0,Linux,64,4,2,500,100,159144
Asus,Intel,i5,9,4.0,DDR3,0.0,1000.0,Windows,64,2,2,5000,500,89523
Acer,Intel,Ryzen 3,12,16.0,DDR5,128.0,2000.0,Linux,64,6,4,1000,100,179670
Dell,Apple,Ryzen 3,10,4.0,DDR3,256.0,2000.0,Windows,64,0,2,50,0,89563
MSI,AMD,M2,13,8.0,DDR5,128.0,0.0,Windows,64,4,2,50,20,132265
Asus,Apple,Ryzen 5,9,4.0,DDR4,128.0,500.0,Linux,32,8,1,100,0,137924
Acer,Apple,Ryzen 5,11,32.0,DDR4,256.0,2000.0,Linux,32,6,2,500,20,223300
MSI,Intel,Ryzen 5,11,32.0,DDR3,1024.0,2000.0,MacOS,32,8,2,100,50,252777
MSI,Apple,Ryzen 3,9,4.0,DDR5,128.0,0.0,Windows,32,8,4,100,0,136397
Dell,AMD,Ryzen 3,11,32.0,DDR3,128.0,1000.0,Windows,64,4,3,100,500,201128
Dell,Apple,i5,9,16.0,DDR4,0.0,2000.0,Linux,32,4,1,100,100,148795
MSI,Apple,i7,8,32.0,DDR3,0.0,500.0,Linux,64,4,2,1000,100,184819
HP,Intel,Ryzen 5,11,32.0,DDR4,512.0,500.0,Windows,64,8,3,500,100,237688
MSI,AMD,M2,9,16.0,DDR3,256.0,0.0,Windows,64,0,4,100,20,110962
Asus,Apple,Ryzen 7,9,16.0,DDR5,1024.0,500.0,Linux,64,4,1,1000,20,155341
MSI,Intel,i5,11,8.0,DDR4,1024.0,2000.0,Linux,64,6,4,5000,0,165027
Lenovo,Apple,i5,8,16.0,DDR3,512.0,500.0,Windows,64,4,3,1000,500,145854
Apple,AMD,i3,11,4.0,DDR4,1024.0,2000.0,Linux,32,4,1,50,10,133856
Lenovo,Apple,Ryzen 5,9,32.0,DDR5,1024.0,0.0,Linux,32,4,2,50,20,200652
Lenovo,Apple,M1,8,8.0,DDR4,0.0,500.0,Windows,32,8,3,0,10,147143
HP,Intel,i5,12,16.0,DDR5,1024.0,2000.0,MacOS,32,0,4,1000,10,146203
HP,Apple,i3,10,32.0,DDR4,1024.0,1000.0,Linux,32,4,1,0,20,207980
MSI,Intel,Ryzen 7,11,4.0,DDR5,512.0,2000.0,MacOS,32,8,3,1000,0,161123
Lenovo,AMD,M2,13,4.0,DDR4,512.0,2000.0,Linux,32,6,3,100,500,152111
HP,Apple,Ryzen 7,9,8.0,DDR5,128.0,0.0,MacOS,64,0,4,100,10,86827
Dell,AMD,M1,8,4.0,DDR3,1024.0,2000.0,Linux,64,8,4,0,0,157280
MSI,AMD,Ryzen 5,8,32.0,DDR3,1024.0,0.0,MacOS,32,2,2,100,0,180289
Asus,Apple,Ryzen 3,12,16.0,DDR4,1024.0,2000.0,MacOS,32,6,2,100,500,189746
Apple,Intel,i3,11,4.0,DDR5,0.0,2000.0,Linux,64,6,3,50,20,137581
Acer,AMD,Ryzen 3,13,16.0,DDR3,1024.0,2000.0,MacOS,32,2,4,100,500,166772
MSI,AMD,Ryzen 7,8,32.0,DDR4,0.0,0.0,Windows,64,8,3,50,10,216610
Acer,Apple,Ryzen 7,12,32.0,DDR3,128.0,2000.0,Windows,32,8,5,500,0,244860
Lenovo,Apple,i7,9,16.0,DDR5,256.0,0.0,Windows,64,6,4,1000,10,158053
Apple,Apple,i7,12,32.0,DDR4,1024.0,1000.0,MacOS,64,8,5,50,0,253804
Acer,Apple,M2,11,8.0,DDR5,512.0,0.0,Linux,32,2,5,5000,20,116771
Lenovo,Apple,M1,12,4.0,DDR5,512.0,1000.0,MacOS,32,8,4,5000,0,159271
Dell,Apple,i7,8,8.0,DDR5,1024.0,0.0,Linux,64,6,2,50,20,139725
Acer,Intel,i7,8,8.0,DDR3,0.0,0.0,MacOS,32,8,3,50,20,142815
Apple,AMD,M1,10,8.0,DDR4,512.0,2000.0,Linux,32,0,1,5000,10,102901
MSI,Intel,i5,12,16.0,DDR5,512.0,500.0,MacOS,64,2,1,1000,10,141452
Lenovo,Intel,i7,9,16.0,DDR3,128.0,500.0,MacOS,64,2,4,1000,500,128216
MSI,Apple,i5,13,32.0,DDR5,128.0,2000.0,Windows,32,4,2,1000,10,215541
Apple,AMD,i5,13,16.0,DDR3,128.0,1000.0,MacOS,32,8,2,5000,50,194562
HP,Intel,Ryzen 5,11,32.0,DDR4,512.0,2000.0,Windows,64,2,2,100,10,194169
Lenovo,Apple,i5,10,16.0,DDR4,512.0,500.0,Linux,64,8,1,50,10,183126
Acer,Apple,i5,12,32.0,DDR4,1024.0,0.0,Linux,64,0,5,1000,500,185613
Lenovo,AMD,i7,9,4.0,DDR4,1024.0,2000.0,Windows,32,6,1,500,0,142000
MSI,Intel,i5,10,32.0,DDR5,0.0,1000.0,MacOS,64,6,2,5000,500,212167
Dell,Intel,Ryzen 3,8,4.0,DDR3,512.0,2000.0,Linux,32,4,1,1000,50,113281
Lenovo,Intel,M1,11,32.0,DDR4,1024.0,500.0,MacOS,64,4,1,0,50,212002
Acer,Apple,i7,12,16.0,DDR5,1024.0,0.0,MacOS,32,2,3,0,0,148971
HP,AMD,M1,13,16.0,DDR4,128.0,500.0,MacOS,32,2,4,50,10,145802
Asus,AMD,i3,9,4.0,DDR4,128.0,500.0,Linux,64,2,5,50,500,91746
Dell,Intel,i7,8,,DDR4,128.0,500.0,Linux,32,0,3,50,100,83126
HP,Apple,i5,10,8.0,DDR3,256.0,500.0,MacOS,64,4,4,100,20,124686
Lenovo,Intel,,11,32.0,DDR3,1024.0,0.0,Windows,32,4,2,5000,50,207525
MSI,AMD,M1,10,16.0,DDR3,128.0,500.0,Windows,32,6,3,0,0,164347
Apple,Apple,i7,13,8.0,DDR4,128.0,1000.0,Windows,32,4,4,0,100,137671
MSI,Intel,Ryzen 3,10,16.0,DDR5,512.0,1000.0,MacOS,64,4,3,50,20,154919
Acer,Intel,M1,9,16.0,DDR5,128.0,500.0,Windows,64,0,1,5000,100,109811
MSI,Apple,i3,8,16.0,DDR5,512.0,1000.0,Linux,32,2,1,0,10,129788
Dell,AMD,Ryzen 7,12,32.0,DDR4,0.0,500.0,Windows,64,0,3,0,0,169464
MSI,Apple,M2,9,4.0,DDR3,128.0,0.0,Windows,32,8,3,100,20,136129
Acer,Intel,M2,13,32.0,DDR5,512.0,0.0,MacOS,64,6,5,500,20,227043
Asus,Intel,i3,11,8.0,DDR4,128.0,1000.0,Linux,64,6,2,50,10,145892
Lenovo,Intel,Ryzen 7,13,4.0,DDR4,0.0,1000.0,Linux,32,6,1,500,10,137023
Apple,Intel,Ryzen 5,13,8.0,DDR5,128.0,500.0,Windows,32,2,3,500,10,118625
Lenovo,AMD,Ryzen 7,10,,DDR5,512.0,2000.0,MacOS,32,2,4,100,0,109434
MSI,AMD,Ryzen 5,11,4.0,DDR4,0.0,500.0,MacOS,64,2,2,0,50,96581
HP,Intel,i7,9,32.0,DDR5,0.0,500.0,Windows,32,6,4,50,100,204904
Lenovo,AMD,Ryzen 5,13,16.0,DDR4,0.0,0.0,Linux,32,6,2,1000,0,169580
Asus,AMD,M2,9,16.0,DDR5,256.0,2000.0,Linux,64,6,4,500,0,170784
MSI,AMD,M2,12,4.0,DDR3,512.0,2000.0,Linux,64,8,1,5000,100,162865
,Intel,Ryzen 3,10,32.0,DDR4,256.0,500.0,MacOS,32,8,3,500,20,231109
Acer,Apple,Ryzen 5,9,8.0,DDR3,0.0,0.0,Windows,32,6,3,100,100,130885
Asus,Apple,Ryzen 3,11,8.0,DDR5,256.0,1000.0,MacOS,64,2,5,500,10,117915
MSI,Apple,M2,13,16.0,DDR4,128.0,0.0,Linux,64,2,3,500,20,139025
Asus,Intel,M1,12,16.0,DDR5,256.0,1000.0,MacOS,64,8,1,500,0,191709
Lenovo,AMD,M1,11,8.0,DDR4,1024.0,0.0,Linux,64,8,2,100,100,171227
Apple,AMD,Ryzen 7,10,8.0,DDR5,0.0,2000.0,Windows,32,6,2,0,0,144204
Acer,Intel,Ryzen 7,12,32.0,DDR3,0.0,0.0,Linux,32,6,3,5000,500,214822
MSI,Intel,Ryzen 7,12,8.0,DDR3,512.0,500.0,Windows,64,2,4,500,0,123358
Dell,Apple,Ryzen 5,12,32.0,DDR5,128.0,1000.0,MacOS,32,4,3,50,100,205176
Acer,Apple,Ryzen 7,13,16.0,DDR3,512.0,0.0,MacOS,32,2,2,5000,500,143875
Dell,Intel,Ryzen 5,8,8.0,DDR3,256.0,0.0,MacOS,32,2,5,500,500,101896
Asus,Apple,Ryzen 5,12,16.0,DDR5,1024.0,1000.0,Linux,64,6,2,500,500,186234
HP,AMD,i5,11,4.0,DDR4,1024.0,0.0,Windows,32,4,4,50,0,125561
Acer,Intel,i5,11,4.0,DDR5,1024.0,1000.0,MacOS,64,4,4,100,50,132516
Asus,Intel,Ryzen 5,10,4.0,DDR4,1024.0,2000.0,MacOS,32,6,5,1000,50,148902
Dell,AMD,M1,9,8.0,DDR3,128.0,1000.0,Windows,64,0,4,50,0,90681
Lenovo,AMD,Ryzen 3,9,16.0,DDR3,256.0,1000.0,Linux,64,6,3,1000,20,161880
Lenovo,AMD,M2,8,8.0,DDR3,1024.0,2000.0,MacOS,64,8,3,0,20,167447
HP,Apple,M2,13,16.0,DDR3,0.0,0.0,Linux,32,4,2,0,20,155814
Acer,Intel,i7,13,32.0,DDR3,256.0,0.0,Linux,32,6,1,500,20,219729
Acer,Apple,i3,12,8.0,DDR4,128.0,2000.0,Linux,32,2,3,5000,50,121601
Acer,AMD,i5,8,4.0,DDR4,1024.0,500.0,MacOS,32,2,3,500,20,101719
Asus,Apple,Ryzen 5,10,,DDR4,128.0,1000.0,MacOS,32,2,5,100,100,184382
Apple,AMD,i3,10,16.0,DDR5,1024.0,0.0,Windows,64,6,3,1000,20,174397
Apple,Apple,i5,9,8.0,DDR3,0.0,0.0,Windows,32,0,2,0,100,82419
HP,Apple,i7,10,16.0,DDR3,256.0,1000.0,Linux,32,8,5,0,50,185514
Acer,AMD,M2,12,16.0,DDR3,0.0,1000.0,MacOS,32,2,3,500,100,140851
Asus,Apple,,11,8.0,DDR5,1024.0,1000.0,Linux,32,6,2,500,500,156723
Lenovo,Intel,Ryzen 5,10,8.0,DDR5,512.0,500.0,Windows,64,0,5,100,100,98439
Dell,Apple,i7,8,16.0,DDR5,256.0,2000.0,Linux,64,4,1,500,0,148711
Asus,Apple,M2,12,16.0,DDR3,128.0,500.0,Linux,64,4,2,5000,100,154938
Apple,Intel,M1,10,32.0,DDR4,1024.0,500.0,MacOS,64,8,3,500,500,240755
Apple,AMD,i5,13,,DDR5,0.0,1000.0,Linux,32,6,5,5000,0,140499
Lenovo,Intel,Ryzen 5,10,16.0,DDR5,512.0,2000.0,Linux,64,6,1,5000,500,175733
Lenovo,Apple,i3,13,4.0,DDR4,1024.0,0.0,MacOS,32,2,2,100,20,117830
Dell,AMD,M1,12,32.0,DDR5,128.0,1000.0,MacOS,64,0,1,500,100,170498
Lenovo,Apple,M2,10,4.0,DDR4,0.0,2000.0,Windows,64,8,2,5000,100,147211
HP,Apple,M1,13,4.0,DDR3,256.0,0.0,MacOS,32,0,3,5000,10,92771
Dell,Intel,Ryzen 7,11,32.0,DDR4,512.0,500.0,Linux,32,8,2,500,20,238044
Lenovo,Intel,Ryzen 3,9,16.0,DDR4,1024.0,,Windows,64,6,3,500,100,181971
MSI,AMD,M2,12,4.0,DDR3,1024.0,500.0,Windows,32,6,2,1000,100,148310
Asus,AMD,M1,13,16.0,DDR5,1024.0,500.0,Windows,32,8,5,0,10,207401
Lenovo,AMD,i5,8,16.0,DDR3,1024.0,2000.0,Windows,32,0,2,50,0,127106
HP,Apple,Ryzen 3,10,8.0,DDR5,0.0,0.0,Linux,64,4,2,0,20,117257
Acer,Intel,Ryzen 5,13,16.0,DDR5,256.0,2000.0,Linux,64,4,4,1000,10,170379
Lenovo,Intel,Ryzen 7,13,16.0,DDR4,128.0,0.0,Linux,64,2,4,50,20,142892
Apple,Intel,M2,13,4.0,DDR3,512.0,1000.0,Linux,64,2,2,0,20,113625
Apple,AMD,i7,9,16.0,DDR4,1024.0,1000.0,Windows,32,0,4,100,0,128938
Apple,Intel,Ryzen 3,8,,DDR3,1024.0,1000.0,Linux,32,6,3,1000,0,170695
Acer,Intel,i3,8,8.0,DDR3,256.0,500.0,Windows,32,0,4,100,50,88325
Apple,Intel,i5,11,8.0,DDR4,256.0,1000.0,MacOS,32,8,2,100,10,163828
MSI,AMD,M2,9,4.0,DDR5,0.0,500.0,Linux,64,4,1,0,500,103660
Lenovo,Intel,i3,13,4.0,DDR5,0.0,0.0,MacOS,32,2,1,5000,10,100524
Apple,AMD,Ryzen 3,12,8.0,DDR3,0.0,2000.0,MacOS,64,0,2,50,20,104391
Dell,Intel,M2,9,8.0,DDR5,512.0,2000.0,Linux,64,0,2,5000,50,98037
Acer,Intel,Ryzen 7,9,32.0,DDR4,0.0,500.0,Windows,64,8,1,500,50,217625
MSI,Intel,i7,8,16.0,DDR4,1024.0,500.0,MacOS,32,6,5,500,20,170603
Dell,AMD,i7,11,4.0,DDR4,0.0,500.0,Linux,32,6,4,1000,0,130629
Dell,AMD,i3,11,4.0,DDR3,512.0,0.0,MacOS,64,4,5,100,50,118931
Dell,Intel,Ryzen 5,9,16.0,DDR3,0.0,0.0,MacOS,64,2,3,1000,10,122576
Dell,Apple,Ryzen 5,9,16.0,DDR5,0.0,1000.0,Linux,32,6,1,0,0,156381
Lenovo,AMD,Ryzen 7,10,4.0,DDR4,1024.0,1000.0,MacOS,64,6,1,100,100,141164
Apple,AMD,i7,13,8.0,DDR4,1024.0,2000.0,Windows,32,6,5,500,50,174347
Asus,Intel,i3,8,8.0,DDR3,1024.0,1000.0,Windows,64,0,3,0,20,98076
Lenovo,Apple,i3,13,16.0,DDR3,0.0,0.0,MacOS,64,6,5,0,10,172122
Lenovo,Intel,M2,12,4.0,DDR3,1024.0,0.0,MacOS,32,8,3,5000,50,162859
MSI,AMD,M2,12,16.0,DDR4,256.0,0.0,Linux,32,4,2,1000,20,154482
MSI,AMD,i3,11,8.0,DDR4,128.0,0.0,Windows,64,6,2,1000,10,137943
Apple,Intel,M2,8,32.0,DDR5,128.0,2000.0,MacOS,64,2,1,5000,50,178408
Asus,Intel,Ryzen 3,13,,DDR4,1024.0,2000.0,Windows,32,0,2,50,10,193712
MSI,Apple,M2,11,8.0,DDR5,,0.0,MacOS,64,8,5,500,100,164800
Apple,Apple,Ryzen 7,12,16.0,DDR5,1024.0,500.0,Linux,64,4,3,500,10,167554
Apple,AMD,Ryzen 5,9,32.0,DDR4,1024.0,1000.0,Linux,64,0,1,1000,20,171874
HP,Apple,Ryzen 5,8,8.0,DDR5,0.0,2000.0,Windows,64,8,2,500,50,150770
Asus,Apple,Ryzen 3,8,4.0,DDR5,512.0,500.0,Windows,64,0,1,500,20,74233
MSI,AMD,i5,13,16.0,DDR3,1024.0,1000.0,MacOS,64,4,1,0,100,172017
Asus,AMD,Ryzen 3,10,16.0,DDR4,256.0,500.0,MacOS,32,4,3,5000,500,148813
Lenovo,AMD,Ryzen 7,13,32.0,DDR5,128.0,0.0,MacOS,64,6,5,5000,0,224471
Lenovo,AMD,i3,9,16.0,DDR5,256.0,1000.0,Windows,32,2,5,100,10,134826
Asus,Intel,Ryzen 3,9,32.0,DDR5,256.0,500.0,Linux,64,6,4,100,20,209820
HP,AMD,i3,11,32.0,DDR4,256.0,,Linux,64,0,5,50,500,179721
HP,AMD,Ryzen 7,8,8.0,DDR3,512.0,2000.0,Windows,32,6,2,100,50,143427
Asus,AMD,M1,11,32.0,DDR3,512.0,2000.0,Linux,32,4,4,5000,50,212730
MSI,Apple,Ryzen 7,9,4.0,DDR4,,1000.0,Windows,32,4,4,500,0,116059
Acer,AMD,i7,10,16.0,DDR4,128.0,0.0,MacOS,32,4,4,5000,50,147608
HP,Intel,i3,8,32.0,DDR4,0.0,0.0,Windows,32,6,4,0,100,198621
Dell,Intel,Ryzen 5,9,16.0,DDR4,1024.0,1000.0,Linux,64,8,5,5000,0,191378
Lenovo,AMD,Ryzen 3,10,32.0,DDR3,1024.0,1000.0,Windows,32,6,4,100,100,228935
Asus,Intel,M1,13,8.0,DDR5,0.0,0.0,Windows,32,6,2,500,10,144793
Dell,Apple,Ryzen 7,12,4.0,DDR5,1024.0,2000.0,Windows,32,6,2,5000,100,156701
Asus,AMD,i3,9,16.0,DDR4,256.0,0.0,Windows,64,6,1,500,10,158470
Apple,Intel,M1,12,8.0,DDR4,128.0,0.0,Linux,64,4,2,1000,100,127089
Lenovo,Intel,i5,11,16.0,DDR5,1024.0,500.0,MacOS,64,2,1,5000,0,148599
Lenovo,AMD,i7,12,8.0,DDR3,128.0,2000.0,Linux,32,6,2,1000,10,153822
HP,Intel,i5,9,4.0,DDR4,0.0,1000.0,Linux,64,6,4,100,500,126986
HP,AMD,Ryzen 7,12,32.0,DDR4,1024.0,0.0,MacOS,64,2,3,1000,100,196901
Dell,Intel,i5,8,8.0,DDR3,128.0,2000.0,Linux,64,6,4,500,100,138536
Apple,Apple,i5,9,16.0,DDR3,256.0,1000.0,MacOS,64,2,5,500,50,135060
Asus,Intel,i7,10,16.0,DDR3,256.0,500.0,MacOS,32,4,1,1000,100,147280
Apple,Intel,i7,12,8.0,DDR4,0.0,500.0,Windows,32,8,3,0,50,163131
Lenovo,AMD,M2,8,4.0,DDR3,512.0,2000.0,Linux,32,6,2,1000,100,130886
Dell,Intel,i7,11,4.0,DDR4,1024.0,0.0,MacOS,32,8,4,0,20,161101
Acer,AMD,M1,11,32.0,DDR4,256.0,1000.0,Linux,32,6,1,1000,50,218953
Dell,Apple,M2,12,32.0,DDR3,256.0,2000.0,Linux,32,0,1,500,0,177004
MSI,AMD,i7,11,16.0,DDR5,0.0,500.0,MacOS,32,0,2,5000,0,117356
Dell,AMD,i5,10,16.0,DDR3,256.0,1000.0,Windows,32,4,1,500,10,151597
Apple,Intel,Ryzen 5,9,32.0,DDR5,1024.0,1000.0,MacOS,64,8,2,1000,500,239271
MSI,Apple,Ryzen 5,8,32.0,DDR3,0.0,0.0,Windows,64,8,2,50,500,215165
MSI,AMD,M2,13,32.0,DDR3,128.0,500.0,MacOS,32,2,4,0,0,191657
MSI,Intel,i7,12,8.0,DDR4,0.0,500.0,MacOS,32,2,1,50,10,110711
Acer,Intel,M1,11,32.0,DDR4,1024.0,500.0,Windows,64,6,5,500,0,232019
Dell,AMD,Ryzen 3,9,8.0,DDR4,1024.0,1000.0,Windows,64,2,5,0,50,120841
Apple,Intel,i3,13,8.0,DDR4,128.0,500.0,Linux,64,2,4,5000,20,119915
Dell,AMD,Ryzen 7,10,32.0,DDR4,0.0,2000.0,MacOS,32,8,4,1000,10,233792
Acer,AMD,M1,11,4.0,DDR4,1024.0,500.0,Linux,64,0,2,0,20,97691
Lenovo,AMD,Ryzen 3,11,4.0,DDR4,1024.0,1000.0,Linux,32,8,5,0,100,164437
HP,Apple,Ryzen 7,8,16.0,DDR5,128.0,500.0,Windows,64,2,1,100,100,121839
Apple,AMD,Ryzen 3,10,32.0,DDR5,512.0,500.0,Windows,64,6,5,5000,20,221054
Apple,Intel,Ryzen 3,10,16.0,DDR4,0.0,1000.0,Linux,32,0,4,0,50,118727
Dell,Apple,M2,12,32.0,DDR5,1024.0,500.0,Windows,64,2,4,5000,20,203448
HP,Intel,Ryzen 5,13,16.0,DDR3,256.0,0.0,MacOS,32,2,2,500,20,141790
Asus,Apple,i3,8,8.0,DDR5,128.0,1000.0,Windows,64,6,1,5000,20,130284
Asus,Apple,Ryzen 3,12,32.0,DDR4,512.0,500.0,Windows,32,6,4,50,10,227288
Acer,Apple,i7,8,4.0,DDR5,512.0,0.0,MacOS,32,2,1,50,10,86798
Asus,Apple,Ryzen 7,10,32.0,DDR3,128.0,2000.0,Windows,32,2,5,5000,20,187328
Apple,Intel,M1,8,16.0,DDR5,512.0,1000.0,Linux,64,8,2,1000,500,177042
Asus,AMD,Ryzen 5,8,16.0,DDR4,1024.0,500.0,Linux,32,4,5,100,50,156300
Lenovo,Intel,Ryzen 7,8,16.0,DDR3,512.0,1000.0,Linux,64,6,4,50,100,163637
Lenovo,AMD,M2,9,16.0,DDR3,0.0,0.0,Windows,64,6,4,50,100,155176
Lenovo,Intel,,9,16.0,DDR5,256.0,1000.0,Windows,32,8,1,0,100,176162
Asus,Apple,i7,13,16.0,DDR3,1024.0,2000.0,Windows,32,0,4,5000,0,148117
Acer,Apple,Ryzen 3,13,4.0,DDR3,128.0,500.0,Linux,64,0,1,500,50,90785
MSI,AMD,i7,10,16.0,DDR3,256.0,2000.0,Windows,64,0,3,5000,10,126391
MSI,AMD,i3,8,4.0,DDR4,1024.0,0.0,MacOS,32,6,4,5000,100,132351
HP,Intel,M2,10,32.0,DDR3,256.0,1000.0,Windows,64,4,5,500,10,203635
MSI,AMD,i7,9,8.0,DDR5,512.0,500.0,Linux,32,4,5,1000,10,128729
MSI,Intel,Ryzen 3,8,4.0,DDR5,128.0,500.0,MacOS,32,8,1,500,10,131867
Lenovo,AMD,Ryzen 7,12,32.0,DDR3,128.0,0.0,MacOS,32,0,3,50,500,170121
Lenovo,AMD,M2,9,8.0,DDR5,0.0,0.0,Linux,64,0,4,0,10,84751
Asus,AMD,i7,9,4.0,DDR3,512.0,1000.0,MacOS,64,2,2,500,20,99436
HP,Apple,Ryzen 5,9,4.0,DDR5,0.0,500.0,MacOS,64,8,2,100,10,136291
Dell,Apple,M2,8,32.0,DDR3,0.0,0.0,MacOS,64,8,5,100,0,218026
Apple,Intel,M2,13,16.0,DDR3,512.0,500.0,MacOS,32,6,4,100,10,181863
HP,AMD,M1,11,4.0,DDR3,1024.0,1000.0,MacOS,64,6,2,500,100,146749
HP,Intel,Ryzen 5,12,4.0,DDR4,0.0,2000.0,Windows,32,8,1,0,10,154290
Acer,AMD,Ryzen 5,12,32.0,DDR5,256.0,0.0,Linux,32,4,4,500,100,205798
Asus,Apple,Ryzen 7,10,16.0,DDR3,1024.0,1000.0,Linux,64,8,5,50,10,198769
Acer,Apple,i5,8,8.0,DDR4,512.0,2000.0,Windows,64,4,3,500,50,127154
HP,AMD,M1,13,16.0,DDR4,128.0,1000.0,Windows,64,6,1,5000,20,177406
HP,AMD,Ryzen 5,9,16.0,DDR3,1024.0,0.0,Linux,32,8,1,100,100,182650
HP,Apple,Ryzen 5,11,32.0,DDR3,0.0,1000.0,Linux,64,4,4,100,0,199171
MSI,Apple,i5,8,16.0,DDR3,256.0,500.0,Windows,32,2,3,5000,10,124802
Apple,Intel,Ryzen 7,8,32.0,DDR3,512.0,0.0,Windows,32,2,1,0,100,170980
Apple,Apple,M1,13,8.0,DDR3,128.0,500.0,MacOS,64,8,3,1000,500,167616
Acer,AMD,Ryzen 5,11,4.0,DDR5,256.0,1000.0,Windows,64,0,5,100,20,90547
HP,Intel,Ryzen 3,9,,DDR3,128.0,0.0,Windows,64,8,1,100,500,136256
Apple,AMD,Ryzen 7,8,32.0,DDR3,512.0,500.0,MacOS,32,6,2,1000,10,209346
Lenovo,Intel,M1,12,32.0,DDR5,1024.0,500.0,MacOS,32,6,5,500,20,236836
Apple,AMD,Ryzen 5,12,16.0,DDR4,,500.0,Linux,64,2,5,100,0,140245
Asus,Apple,Ryzen 5,11,16.0,DDR5,512.0,2000.0,Linux,64,4,1,0,100,163694
Asus,AMD,i5,9,4.0,DDR4,256.0,500.0,Windows,32,2,2,500,0,92804
Apple,Intel,M1,11,4.0,DDR4,1024.0,500.0,MacOS,64,4,3,500,20,129164
Lenovo,AMD,Ryzen 3,8,4.0,DDR5,128.0,1000.0,MacOS,64,8,2,100,50,136666
Asus,Intel,Ryzen 7,12,32.0,DDR3,1024.0,1000.0,Linux,32,0,5,500,50,187874
MSI,AMD,i7,10,8.0,DDR4,1024.0,1000.0,Linux,32,6,1,500,500,152038
Apple,Apple,i3,11,8.0,DDR3,256.0,1000.0,Windows,64,8,2,0,100,164819
MSI,Apple,Ryzen 3,10,32.0,DDR5,0.0,2000.0,MacOS,32,2,2,500,10,185421
Apple,AMD,i7,10,16.0,DDR4,1024.0,1000.0,Linux,64,8,5,5000,500,196271
Dell,AMD,Ryzen 3,13,8.0,DDR3,1024.0,1000.0,Windows,32,0,3,100,0,119612
Dell,AMD,M1,12,16.0,DDR4,0.0,1000.0,Windows,32,4,2,100,50,153689
Dell,Intel,i7,11,4.0,DDR4,0.0,500.0,Windows,32,0,2,5000,50,78843
,AMD,M1,10,4.0,DDR5,128.0,2000.0,Linux,32,2,4,5000,10,104432
MSI,AMD,i7,8,16.0,DDR3,128.0,1000.0,Linux,64,0,5,5000,0,113530
MSI,Intel,Ryzen 3,13,4.0,DDR3,0.0,500.0,Linux,32,6,4,1000,20,136528
MSI,Apple,i5,9,32.0,DDR4,512.0,0.0,Linux,64,0,5,50,500,166390
Lenovo,AMD,Ryzen 3,13,16.0,DDR3,0.0,2000.0,Linux,32,8,5,1000,50,200447
MSI,AMD,M1,9,16.0,DDR4,128.0,1000.0,MacOS,64,4,4,0,100,147072
Lenovo,Apple,Ryzen 3,12,16.0,DDR5,256.0,500.0,MacOS,32,6,3,0,100,173721
Dell,Apple,,11,8.0,DDR5,256.0,0.0,MacOS,32,6,3,100,20,143980
Dell,Intel,M2,11,16.0,DDR3,1024.0,0.0,MacOS,64,6,5,50,10,178466
Asus,AMD,i7,9,16.0,DDR5,256.0,500.0,Windows,32,2,4,1000,10,130055
Apple,AMD,M2,8,16.0,DDR5,128.0,500.0,Windows,64,2,2,50,500,120521
Dell,Intel,i3,9,8.0,DDR3,256.0,2000.0,MacOS,64,8,5,100,50,162125
Apple,Apple,i7,9,4.0,DDR4,512.0,500.0,Linux,32,4,5,500,500,114867
Apple,Intel,M2,11,8.0,DDR5,0.0,1000.0,MacOS,32,0,1,100,50,94599
Asus,Apple,Ryzen 5,10,32.0,DDR3,0.0,0.0,MacOS,64,8,3,100,50,224360
HP,Intel,Ryzen 3,8,16.0,DDR3,128.0,1000.0,Windows,32,2,4,50,20,127104
HP,Apple,Ryzen 7,11,32.0,DDR3,1024.0,1000.0,Linux,32,8,2,0,20,244849
,Intel,Ryzen 3,13,8.0,DDR5,0.0,1000.0,Windows,64,4,2,500,50,136760
Asus,Apple,M2,9,4.0,DDR5,256.0,0.0,Linux,32,8,5,500,10,138906
Acer,Apple,i5,10,4.0,DDR4,512.0,0.0,Windows,32,6,2,0,0,130902
Acer,Apple,M1,8,16.0,DDR4,1024.0,0.0,MacOS,32,0,2,50,50,115637
HP,Apple,Ryzen 7,12,4.0,DDR4,1024.0,500.0,Linux,32,2,5,50,10,118723
Asus,Apple,i7,8,8.0,DDR4,1024.0,1000.0,Windows,32,2,3,0,10,115619
HP,AMD,i5,8,8.0,DDR4,0.0,2000.0,MacOS,64,4,1,1000,100,120917
